ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
ad4b509f-c020-48de-9470-32f2ae6b4712,SAISONSTEIN'S MONSTER,Omega Yeast,OYL-500,Hybrid,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,11,80,90,Low,18,26,Saison,"An Omega-original, genetic hybrid of two Saison strains (French (OYL-026) and Belgian I (OYL-027)), Saisonstein's Monster is versatile, aromatic and attenuative with a silky mouthfeel. Excels in high gravity, ferments more reliably and thoroughly than its parents, and is spicy, complex, tart, dry and crisp. Some bubblegum from the Belgian, more fruit and fewer phenolics than the French."
4f2d9114-f48f-4d8e-946d-5692754493ed,SCOTTISH ALE,Omega Yeast,OYL-015,,Liquid,,,,,,,10,73,76,High,17,24,"Ales, British Ales","The Scottish Ale strain is a flocculent, versatile and reliable house strain that produces neutral to complex and malty profiles in its fairly wide temperature range. Hop character is not muted by this strain. More esters emerge at higher fermentation temperatures."
92b281b3-dbce-4477-ae2d-7c528b1f4545,TROPICAL IPA,Omega Yeast,OYL-200,,Liquid,,,,,,,10,82,90,Low,21,29,Ales,"A unique Saccharomyces strain that produces delicate, tart, tropical mango and pineapple fruit characteristics with a clean finish. Try higher fermentation temperatures to really bring out the tropical aspects. It's stubbornly nonflocculent, but the results are worth the trouble."
6bba73d2-32e1-4bbe-b5e1-ccd74cead03b,VOSS KVEIK,Omega Yeast,OYL-061,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,12,75,82,Medium,22,37,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","A traditional Norwegian kveik directly from the Gjernes farmstead, Voss Kveik's orange-citrus notes present throughout its wide temperature range. So, like the mango-honey profile of Hothead (OYL-057), Voss Kveik's orange-citrus is relatively clean across its fermentation temperature range, and pairs well with citrusy, fruity hops. Ester intensity and fermentation speed take off at higher temperatures. Non-phenolic and no fusels, even at higher temperatures."
405f8fac-6a2d-4e2b-8859-8792423ef392,West Coast Ale I,Omega Yeast,OYL-004,,Liquid,Saccharomyces cerevisiae,,,,,,11,73,80,Medium Low,16,23,"Ales, IPA, Stouts","Chico is a reliable, versatile and popular neutral foundation for displays of malts and hops. Highly attenuating and moderately flocculating, it ferments crisp and clean with light citrus notes under 66."
5b264e81-8c6d-4fe4-b7f4-f4bc99bdef82,WEST COAST ALE II,Omega Yeast,OYL-009,,Liquid,,,,,,,10,72,76,Medium,16,22,Ales,"West Coast Ale II is a consistent, well flocculating, well attenuating and easy clearing neutral strain. Slightly fruitier than West Coast Ale I (OYL-004) and clean with a lightly perceptible nuttiness, its subtle citrus character finishes slightly tart at the cool end, and more fruit character emerges as fermentation temperatures increase."
edabdd53-bb22-44d4-b6fc-71c5819e6769,WEST COAST ALE III,Omega Yeast,OYL-043,,Liquid,,,,,,,11,76,83,Medium High,18,20,Ales,"Neutral and versatile, this strain is low ester-producing with balanced flavor and aroma. Highly alcohol tolerant. Similar to West Coast Ale I (OYL-004) but faster and more flocculent."
549af12e-ad68-4fcb-af10-b7acedafd76d,WEST COAST ALE IV,Omega Yeast,OYL-050,,Liquid,,,,,,,10,73,80,Medium High,17,23,Ales,"An easy to handle strain, this neutral-tasting, quick-and-good flocculator and highly productive top cropper has excellent attenuation. Any fruity esters are somewhat mild through its higher temperature range, though they do decrease at the lower end. The relatively subtle yeast-contributed flavor cedes pleasantly to hops and malts."
2bdf42fd-ea96-448d-a119-45f745e393f9,WEST COAST LAGER,Omega Yeast,OYL-105,,Liquid,,,,,,,9,67,71,High,14,20,Lagers,"A lager strain that performs very well at ale temperatures, this strain is ideal for California common beer, also known as steam beer. Malty and crystal clear, it is considered by many to be best in its upper temperature range, around 65°F / 18°C."
df74ed14-ae9e-46e2-824b-f1cf00aa1f9f,WIT,Omega Yeast,OYL-030,,Liquid,,,,,,,11,72,76,Medium,17,24,Ales,"Enthusiastically top cropping, this essential Wit yeast is distinctive for the popular, refreshing, easy-drinking summer style. Spicy phenolics carry the flavoring, while at the same time being supported—but not overshadowed— by good ester character. Lightly tart and dry"
659e6e13-36bc-41b4-bdfc-ae7277337f5d,Chico Ale,RVA Yeast Labs,RVA-101,,Liquid,Saccharomyces cerevisae,,,,,,11,74,81,Medium,19,23,"Pale Ale, IPA",This versatile workhorse yeast will produce a clean crisp flavor profile with muted yeast character allowing hops and malt to take center stage.  The American IPA has gained international acclaim and this is the yeast that did it.
2632026c-3558-4ec7-95f3-f677e00fbcc9,Chiswick Ale,RVA Yeast Labs,RVA-131,,Liquid,Saccharomyces cerevisae,,,,,,8,65,72,Very High,18,21,"Porter, Stout, Mild Ale, ESB",This classic English strain from Fuller's Brewery will produce a very clear beer with some residual sweetness.
8cc758bb-ddff-4073-a772-1d59ce99021d,Hoptopper Ale,RVA Yeast Labs,RVA-104,,Liquid,Saccharomyces cerevisiae,,,,,,11,75,80,Medium Low,18,24,"IPA, Double IPA, Pale Ale, Bitters","Isolated from a very well regarded example of a Double IPA, this strain will produce fruity esters which serve well to complement a heavy hop load.  Great for a variety of pale ales and bitters."
f6ff1cfb-db0b-43f6-b607-0347f4e51fd0,Manchester Ale,RVA Yeast Labs,RVA-132,,Liquid,Saccharomyces cerevisae,,,,,,10,70,75,High,18,22,"IPA, Brown Ale, ESB","Dryer than the Chiswick, this English classic will create a touch of esters and leave a hint of residual sweetness and malt backbone."
3e1f4c94-ea10-48f4-aaba-6abcdfc45e74,Oktoberfest Lager,RVA Yeast Labs,RVA-303,,Liquid,Saccharomyces pastorianus,,,,,,12,65,73,Medium,11,14,"Märzen, Oktoberfest, Bock, Lagers",This is a bock-style lager yeast that accentuates maltiness.
8e6f8ec6-296f-42cb-8f64-ab2bd0961c80,Pacman Ale,RVA Yeast Labs,RVA-103,,Liquid,Saccharomyces cerevisae,,,,,,12,74,78,Medium High,17,22,"Pale Ale, Blonde Ale, American Wheat, Altbier, Amber Ale","Originating from Rogue brewery in Newport, OR. Pacman is a very versatile yeast, and produces a dry, clean beer with little diacetyl and very mild esters."
8ccaa038-6200-4bc7-80cd-7c11db0548fd,Amalgamation - Brett Super Blend,The Yeast Bay,WLP4637,,Liquid,Brettanomyces,,,,,,53.8462,85,95,Low,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Amalgamation is the union of our six favorite Brettanomyces isolates from our microbe library. Each isolate produces a unique bouquet of bright and fruity flavors and aromas. The resulting beer will be dry with complex fruit-forward flavor and aroma of berries and citrus, accompanied by some funk on the palate."
74909739-df6a-4765-878b-1c5ea30eb1fd,Amalgamation II - Brett Super Blend,The Yeast Bay,WLP4641,,Liquid,Brettanomyces bruxellensis,,,,,,53.8462,82,86,Low,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Amalgamation II is a blend of 5 Brettanomyces bruxellensis isolates that showcases qualities of each isolate: The balanced funk of the Beersel isolates and TYB184, the SweeTarts™ character of TYB207, and the tropical bouquet of lemon, pineapple, guava, mango and papaya esters contributed by TYB261."
188076fd-4f6c-4817-95b3-1f7cb1021c81,Beersel Brettanomyces Blend,The Yeast Bay,WLP4603,,Liquid,Brettanomyces bruxellensis,,,,,,53.8462,82,85,Low,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This blend combines Brettanomyces bruxellensis strains isolated from a lambic produced in the Beersel area in the Belgian province of Flemish Brabant, and will produce a balanced profile of fruitiness, funkiness and a crisp tartness."
502ba811-135b-4e2a-b669-3e01808e6c3a,Brettanomyces Bruxellenis TYB261,The Yeast Bay,TYB261,,Liquid,Brettanomyces bruxellensis,,,,,,53.8462,82,85,Low,22,28,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This blend combines Brettanomyces bruxellensis strains isolated from a lambic produced in the Beersel area in the Belgian province of Flemish Brabant, and will produce a balanced profile of fruitiness, funkiness and a crisp tartness."
39d0da02-4516-4d30-9eef-b1ce531e220e,BRETTANOMYCES BRUXELLENSIS - STRAIN TYB184,The Yeast Bay,TYB184,,Liquid,Wilds & Sours,,,,,,53.8462,82,88,Medium Low,22,28,Farmhouse Ales,"Isolated from a rustic farmhouse style beer produced in the Northeastern United States, this single strain of Brettanomyces bruxellensis is attenuative, produces a moderate citric acidic-like character and an ester profile of lemon/pineapple, with a restrained funkiness."
2841e0f7-d459-4a9e-8a24-20321ad6f287,Brettanomyces Bruxellensis - Strain TYB207,The Yeast Bay,TYB207,,Liquid,Wilds & Sours,,,,,,53.8462,80,82,Medium Low,22,28,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Isolated from a Belgian-inspired brewery in the Northeastern United States, this single strain of Brettanomyces bruxellensis exhibits good attenuation and produces a tart tropical fruit ester profile reminiscent of SweeTarts™."
e1f54232-66bb-4d1a-90fe-32eac93617d2,Brettanomyces Bruxellensis - Strain TYB307,The Yeast Bay,TYB307,,Liquid,Wilds & Sours,,,,,,53.8462,80,84,Low,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This isolate is a single strain of Brettanomyces bruxellensis isolated from a California brewery that utilizes an extensive and diverse array of organisms in the production of their wild/sour/funky beers. This strain exhibits a lemony-tartness with hints of hay and mild barnyard funk, and has a crisp and dry finish."
4d585243-7452-4510-a3be-781bdbe128d2,Brettanomyces bruxellensis - Strain TYB415,The Yeast Bay,TYB415,,Liquid,Wilds & Sours,,,,,,53.8462,82,86,Low,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This isolate is a single strain of Brettanomyces bruxellensis hailing from a brewer of all things sour and wild in the Mountain West. This strain exhibits a strong profile of complex tropical fruit that is dominated by pineapple with a noticeable earthiness that adds a unique complexity and depth of character to the beer. This strain will produce a massive, thick krausen."
d38b558c-8450-4fb3-93f5-e0ea0ba1a8f2,Brussels Brettanomyces Blend,The Yeast Bay,WLP4613,,Liquid,Brettanomyces bruxellensis,,,,,,53.8462,80,90,Medium,21,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Comprised of two Brettanomyces bruxellensis strains isolated from a unique lambic produced in the Brussels region of Belgium, the isolates in this blend produce a pronounced barnyard funk with mild tartness and fruitiness."
66b1ba36-e7d2-44ba-9f5e-2ac2d6dd302b,Dark Belgian Cask,The Yeast Bay,WLP4653,Mixed-culture,Liquid,"Saccharomyces cerevisiae, Brettanomyces bruxellensis",,,,,,53.8462,80,85,Medium,20,24,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","Dark Belgian Cask is a blend a classic Belgian Saccharomyces cerevisiae strain and our Brettanomyces bruxellensis - Strain TYB184. Together these strains produce a dry beer with a vinous quality and a flavor profile of dried dark fruit, plum, leather, and a mild earthy funk and acidity. Both strains in this blend are very alcohol tolerant (10-15%). While this blend is fairly versatile, its complexity truly shines in dark beers."
f597fb13-8b12-417d-92b3-45cf47392a19,Dry Belgian Ale,The Yeast Bay,WLP4025,,Liquid,Saccharomyces cerevisiae,,,,,,53.8462,85,100,High,20,23,Ales,"Dry Belgian Ale is single strain of STA1+ Saccharomyces cerevisiae isolated from a unique golden strong ale showcasing an ester profile of apple, pear and light citrus fruit with some mild spicy and peppery notes. This strain is highly attenuative and alcohol tolerant. It produces beers with a surprising amount of body without the use of specialty grains or adjuncts. This strain exhibits high diastatic activity."
73670ddd-7321-4836-9267-d0b556abeeca,Farmhouse Sour Ale,The Yeast Bay,WLP4675,Mixed-culture,Liquid,"Saccharomyces cerevisiae, Lactobacillus brevis, Lactobacillus delbruecki",,,,,,38.4615,80,100,Medium Low,21,26,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","This blend contains two farmhouse STA1+ Saccharomyces cerevisiae isolates, Lactobacillus brevis, and Lactobacillus delbrueckii. The two Saccharomyces strains will combine to create a delightful ester profile of grapefruit and orange zest accompanied by a mild earthiness and spiciness, while the Lactobacillus strains will produce a balanced acid profile. This blend exhibits high diastatic activity."
a18eabc9-cc82-4648-bc65-e57de783a0c8,Flanders Specialty Ale,The Yeast Bay,WLP4001,,Liquid,Saccharomyces cerevisiae,,,,,,53.8462,78,82,Medium,20,27,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.",Flanders Specialty Ale is a single strain of Saccharomyces cerevisiae isolated from a fascinating Belgian producer of a wide array of traditional Belgian beer styles. This is a versatile yeast that will ferment fairly dry and produce a balanced flavor and aroma profile laced with a myriad of esters and phenols.
aec08892-b80e-4d6a-aeb0-eb25c82681bd,Framgarden Kveik,The Yeast Bay,WLP4051,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,53.8462,78,82,Medium,27,35,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","A single strain of Saccharomyces cerevisiae, it was isolated from source material collected from Petter Øvrebust. It exhibits a vibrant bouquet of hull melon and cantaloupe esters across a broad temperature range. This strain is well suited to any hop forward or farmhouse-inspired beers."
793b14f8-cdb6-42ee-972f-acc0e5ce821b,Franconian Dark Lager,The Yeast Bay,WLP4030,,Liquid,Saccharomyces cerevisiae,,,,,,38.4615,74,78,Medium Low,8,11,Lagers,"Franconian Dark Lager is a single strain of Saccharomyces pastorianus that hails from the Franconia region of Germany. This yeast exhibits a short lag time and has flavor profile characteristics that complement dark, roasted malts. While the dark malt complementarity makes this yeast a perfect fit for any big malt driven dark lagers, it's also able to produce crisp light lagers."
2bcc6656-fc5b-4c0c-9499-496561cb904d,Funktown Pale Ale,The Yeast Bay,WLP4627,Mixed-culture,Liquid,,,,,,,38.4615,78,85,Medium Low,20,23,Pale Ales,"Funktown Pale Ale is a blend of our Vermont Ale strain and a unique strain of STA1 + Saccharomyces cerevisiae that is well suited for primary fermentation. The combination of  citrus, peach, pineapple and mango esters produce a unique flavor and aroma profile that is fruit-forward and complements any hop-forward beer. This blend exhibits low diastatic activity."
